Camera,Date,X_center,Y_center,Width,Height
2,2024-02-18 20:30:00,0.660677,0.5165,0.211979,0.189
2,2024-02-18 20:30:00,0.948438,0.625,0.102083,0.466
4,2024-02-21 14:15:00,0.613802,0.0685,0.104688,0.135
4,2024-02-21 14:15:00,0.46849,0.049,0.0963542,0.098
4,2024-02-21 14:15:00,0.217708,0.462,0.16875,0.37
6,2024-02-25 12:45:00,0.0525868,0.491041,0.0770734,0.0996266
6,2024-02-25 12:45:00,0.284908,0.350467,0.0467551,0.0665313
6,2024-02-25 12:45:00,0.249967,0.360719,0.0277713,0.0560054
7,2024-02-19 19:30:00,0.434375,0.1125,0.1625,0.225
7,2024-02-27 21:30:00,0.24441,0.441062,0.196663,0.498775
7,2024-02-27 21:30:00,0.620114,0.336919,0.223625,0.386033
6,2024-02-04 14:00:00,0.595052,0.499,0.164062,0.186
6,2024-02-04 14:00:00,0.702865,0.4065,0.0942708,0.135
6,2024-02-04 14:00:00,0.541927,0.4485,0.128646,0.175
6,2024-02-04 14:00:00,0.62526,0.417,0.0598958,0.1
2,2024-02-26 22:30:00,0.695052,0.3315,0.100521,0.381
2,2024-02-26 01:15:00,0.400213,0.832876,0.246695,0.290286
2,2024-02-26 01:15:00,0.660271,0.517066,0.214336,0.175228
2,2024-02-26 01:15:00,0.38247,0.480429,0.187864,0.221899
7,2024-02-27 02:15:00,0.797656,0.455,0.179688,0.512
7,2024-02-27 02:15:00,0.415625,0.3625,0.161458,0.465
4,2024-01-27 13:45:00,0.0583333,0.1515,0.053125,0.117
4,2024-01-27 13:45:00,0.151562,0.2695,0.0864583,0.253
4,2024-01-27 13:45:00,0.179427,0.163,0.0807292,0.198
4,2024-02-17 13:15:00,0.810937,0.1255,0.0947917,0.151
4,2024-02-17 13:15:00,0.115365,0.1255,0.0473958,0.097
4,2024-02-17 13:15:00,0.190104,0.079,0.0395833,0.118
4,2024-02-17 13:15:00,0.163542,0.0885,0.040625,0.119
4,2024-02-26 12:00:00,0.0934896,0.1405,0.0557292,0.107
4,2024-02-26 12:00:00,0.0494792,0.172,0.0427083,0.09
4,2024-02-26 12:00:00,0.146354,0.0995,0.0625,0.101
2,2024-01-23 12:45:00,0.638021,0.3965,0.190625,0.391
2,2024-01-23 12:45:00,0.735938,0.454,0.09375,0.338
1,2024-02-23 03:15:00,0.789323,0.3505,0.166146,0.459
1,2024-02-23 03:15:00,0.658073,0.1735,0.190104,0.289
2,2024-02-10 21:30:00,0.188542,0.716,0.208333,0.474
7,2024-02-11 22:30:00,0.561458,0.183,0.122917,0.33
7,2024-02-11 22:30:00,0.401042,0.199,0.180208,0.348
6,2024-01-28 13:45:00,0.585156,0.526,0.192188,0.184
6,2024-01-28 13:45:00,0.38724,0.4665,0.0859375,0.141
6,2024-01-28 13:45:00,0.545833,0.471,0.192708,0.158
1,2024-02-24 18:30:00,0.2375,0.268,0.173958,0.258
1,2024-02-24 18:30:00,0.508073,0.102,0.175521,0.198
2,2024-02-18 14:45:00,0.833333,0.52,0.14375,0.494
1,2024-02-24 04:45:00,0.688021,0.175,0.19375,0.322
1,2024-02-24 04:45:00,0.339844,0.8865,0.267188,0.227
2,2024-02-07 21:30:00,0.771875,0.6405,0.23125,0.315
6,2024-02-25 13:00:00,0.0177559,0.433915,0.0318108,0.06298
7,2024-02-09 14:15:00,0.728385,0.349,0.307812,0.42
7,2024-02-09 14:15:00,0.455729,0.2155,0.203125,0.367
6,2024-02-14 12:15:00,0.440104,0.4535,0.0760417,0.137
6,2024-02-14 12:15:00,0.588542,0.3655,0.0833333,0.107
7,2024-02-06 22:30:00,0.639323,0.757,0.211979,0.426
6,2024-01-24 12:45:00,0.258073,0.3785,0.0880208,0.107
6,2024-01-24 12:45:00,0.355729,0.3275,0.040625,0.057
6,2024-01-24 12:45:00,0.298438,0.3695,0.0510417,0.101
7,2024-02-20 15:30:00,0.603125,0.2395,0.173958,0.357
7,2024-02-20 15:30:00,0.480208,0.225,0.111458,0.342
6,2024-02-18 13:15:00,0.293229,0.358,0.0458333,0.088
6,2024-02-18 13:15:00,0.332031,0.389,0.0348958,0.068
6,2024-02-18 13:15:00,0.389583,0.3345,0.04375,0.073
6,2024-02-18 13:15:00,0.354427,0.3345,0.0411458,0.071
7,2024-01-26 21:30:00,0.480469,0.7225,0.286979,0.415
7,2024-01-26 21:30:00,0.471615,0.9265,0.292187,0.147
2,2024-02-04 12:15:00,0.614323,0.4055,0.333854,0.445
2,2024-02-04 12:15:00,0.418229,0.16,0.0916667,0.276
2,2024-02-21 02:45:00,0.329948,0.475,0.116146,0.202
2,2024-02-21 02:45:00,0.410938,0.5405,0.175,0.307
2,2024-02-21 02:45:00,0.439323,0.838,0.285938,0.324
2,2024-01-27 22:30:00,0.221875,0.3465,0.171875,0.257
2,2024-02-21 16:30:00,0.671875,0.393,0.232292,0.376
2,2024-02-21 16:30:00,0.865885,0.5025,0.181771,0.499
2,2024-01-27 01:15:00,0.450781,0.615,0.170313,0.55
2,2024-01-27 01:15:00,0.544271,0.6845,0.236458,0.393
2,2024-01-27 01:15:00,0.726042,0.822,0.25625,0.296
4,2024-02-26 07:30:00,0.589844,0.0995,0.101562,0.171
4,2024-02-26 13:45:00,0.125781,0.113,0.0380208,0.092
4,2024-02-26 13:45:00,0.0989583,0.1425,0.0416667,0.085
4,2024-02-26 13:45:00,0.159896,0.082,0.0447917,0.112
1,2024-02-06 19:30:00,0.727344,0.1395,0.103646,0.253
1,2024-02-06 19:30:00,0.466146,0.2735,0.186458,0.301
1,2024-02-06 19:30:00,0.0856771,0.473,0.160938,0.454
6,2024-02-13 14:00:00,0.724219,0.4155,0.115104,0.159
6,2024-02-13 14:00:00,0.561719,0.4185,0.117188,0.141
6,2024-02-13 14:00:00,0.235677,0.395,0.0682292,0.082
6,2024-02-13 14:00:00,0.432292,0.4595,0.101042,0.149
6,2024-02-13 14:00:00,0.391146,0.468,0.1,0.116
6,2024-02-13 14:00:00,0.454688,0.459,0.0552083,0.152
7,2024-02-23 05:30:00,0.32526,0.1975,0.111979,0.351
7,2024-02-23 05:30:00,0.422656,0.0695,0.133854,0.139
2,2024-02-17 15:30:00,0.771094,0.5285,0.123438,0.383
2,2024-02-17 15:30:00,0.0992187,0.3365,0.131771,0.335
2,2024-02-17 15:30:00,0.94974,0.5365,0.0994792,0.387
2,2024-02-17 01:45:00,0.360938,0.5155,0.219792,0.259
2,2024-02-17 01:45:00,0.669531,0.7565,0.243229,0.393
2,2024-02-17 01:45:00,0.536198,0.5695,0.152604,0.219
1,2024-01-26 20:30:00,0.264844,0.178,0.210938,0.268
1,2024-01-26 20:30:00,0.11901,0.2975,0.127604,0.305
1,2024-01-26 20:30:00,0.133333,0.5895,0.257292,0.393
7,2024-02-16 16:30:00,0.619061,0.292573,0.237097,0.331164
7,2024-02-16 16:30:00,0.0600803,0.921268,0.120161,0.152239
7,2024-02-20 19:30:00,0.560209,0.258107,0.267055,0.376639
7,2024-02-24 04:15:00,0.358073,0.272,0.181771,0.326
2,2024-02-25 03:15:00,0.40026,0.408,0.165104,0.346
2,2024-02-25 03:15:00,0.713281,0.787,0.277604,0.398
2,2024-02-25 03:15:00,0.508594,0.522,0.136979,0.23
1,2024-01-31 03:00:00,0.683073,0.8305,0.244271,0.311
1,2024-01-31 03:00:00,0.557552,0.623,0.240104,0.228
1,2024-01-31 03:00:00,0.53099,0.484,0.294271,0.19
4,2024-02-25 14:00:00,0.168991,0.0874211,0.0475277,0.0981967
2,2024-02-18 03:00:00,0.69375,0.778,0.202083,0.4
2,2024-02-18 03:00:00,0.288281,0.6555,0.205729,0.195
2,2024-02-18 03:00:00,0.359375,0.5055,0.219792,0.217
6,2024-02-10 13:45:00,0.323958,0.352,0.0322917,0.064
6,2024-02-10 13:45:00,0.36849,0.301,0.0234375,0.038
4,2024-02-04 12:45:00,0.0539063,0.1955,0.101562,0.185
7,2024-01-31 14:15:00,0.435417,0.1865,0.107292,0.361
7,2024-01-31 14:15:00,0.346094,0.182,0.0942708,0.298
2,2024-02-13 23:30:00,0.864883,0.440755,0.234334,0.434774
2,2024-02-17 19:30:00,0.096875,0.567,0.130208,0.534
1,2024-02-20 22:30:00,0.349879,0.827182,0.257241,0.324567
1,2024-02-20 22:30:00,0.588164,0.621247,0.205296,0.315652
7,2024-02-23 02:00:00,0.850652,0.79181,0.253551,0.402814
7,2024-02-23 02:00:00,0.63955,0.814507,0.228945,0.36797
2,2024-02-22 01:00:00,0.577865,0.647,0.214062,0.286
2,2024-02-22 01:00:00,0.340104,0.7215,0.140625,0.495
7,2024-02-16 20:30:00,0.396094,0.1135,0.186979,0.227
7,2024-02-02 18:30:00,0.602083,0.3265,0.290625,0.407
7,2024-02-02 18:30:00,0.441406,0.2425,0.192188,0.357
2,2024-02-03 17:30:00,0.82526,0.5465,0.142187,0.513
2,2024-02-03 17:30:00,0.681771,0.4275,0.185417,0.303
4,2024-02-22 12:15:00,0.603906,0.2945,0.195312,0.465
4,2024-02-22 12:15:00,0.156771,0.1355,0.0645833,0.141
4,2024-02-22 12:15:00,0.48776,0.074,0.0546875,0.142
1,2024-02-06 01:45:00,0.852344,0.43,0.143229,0.462
1,2024-02-06 01:45:00,0.783073,0.2495,0.142187,0.367
1,2024-02-06 01:45:00,0.492188,0.1755,0.102083,0.245
4,2024-02-13 13:00:00,0.832552,0.2155,0.107813,0.229
4,2024-02-13 13:00:00,0.904687,0.1425,0.132292,0.167
4,2024-02-13 13:00:00,0.483594,0.0565,0.114062,0.113
2,2024-01-23 18:30:00,0.410156,0.263,0.144271,0.21
2,2024-01-23 18:30:00,0.108333,0.64,0.171875,0.45
2,2024-01-23 18:30:00,0.873177,0.501,0.201563,0.556
2,2024-02-26 00:30:00,0.461644,0.300756,0.170296,0.238267
2,2024-02-26 00:30:00,0.398584,0.833046,0.248841,0.299472
7,2024-02-24 23:30:00,0.653455,0.817869,0.235648,0.359582
7,2024-02-24 23:30:00,0.567007,0.378551,0.133305,0.468616
1,2024-02-27 03:00:00,0.44375,0.467,0.30625,0.448
7,2024-01-22 17:30:00,0.442448,0.309,0.235937,0.338
7,2024-01-22 17:30:00,0.863021,0.6525,0.242708,0.695
2,2024-02-08 01:15:00,0.275781,0.2955,0.156771,0.369
2,2024-02-08 01:15:00,0.703646,0.577,0.242708,0.266
4,2024-02-04 13:00:00,0.228385,0.223,0.0973958,0.22
4,2024-02-04 13:00:00,0.0473958,0.197,0.0885417,0.186
2,2024-02-18 16:30:00,0.734375,0.3845,0.113542,0.427
1,2024-02-24 06:30:00,0.49397,0.110637,0.167803,0.221275
2,2024-02-18 02:45:00,0.542045,0.601592,0.166773,0.285486
2,2024-02-18 02:45:00,0.363488,0.50268,0.226622,0.232217
2,2024-02-18 02:45:00,0.264844,0.65632,0.15799,0.215836
4,2024-02-25 11:45:00,0.152727,0.194691,0.0790243,0.175695
4,2024-02-25 11:45:00,0.106928,0.144901,0.0747408,0.160325
7,2024-02-19 15:30:00,0.289583,0.511,0.153125,0.51
7,2024-02-19 15:30:00,0.957292,0.658,0.0854167,0.496
4,2024-01-24 14:00:00,0.0606771,0.182,0.0619792,0.12
4,2024-01-24 14:00:00,0.0283854,0.1815,0.0567708,0.163
1,2024-01-31 02:45:00,0.683073,0.8305,0.244271,0.311
1,2024-01-31 02:45:00,0.557552,0.623,0.240104,0.228
1,2024-01-31 02:45:00,0.53099,0.484,0.294271,0.19
7,2024-02-15 18:30:00,0.346492,0.237442,0.162567,0.323201
7,2024-02-15 18:30:00,0.446329,0.218202,0.106143,0.377029
2,2024-02-14 17:30:00,0.774479,0.492,0.101042,0.368
2,2024-02-14 17:30:00,0.106771,0.5815,0.1375,0.485
2,2024-02-14 17:30:00,0.892708,0.3995,0.180208,0.599
2,2024-01-23 01:00:00,0.361719,0.523,0.189062,0.216
2,2024-01-23 01:00:00,0.551562,0.715,0.254167,0.376
2,2024-01-23 01:00:00,0.72526,0.9185,0.193229,0.147
6,2024-02-17 14:15:00,0.734115,0.421,0.123438,0.146
6,2024-02-17 14:15:00,0.538542,0.2945,0.0427083,0.069
6,2024-02-17 14:15:00,0.390365,0.296,0.0276042,0.048
6,2024-02-17 14:15:00,0.567187,0.2775,0.0270833,0.041
7,2024-01-26 14:15:00,0.52526,0.235,0.177604,0.378
7,2024-01-26 14:15:00,0.679167,0.3985,0.2625,0.319
7,2024-01-29 22:30:00,0.49375,0.764,0.260417,0.472
4,2024-02-13 12:45:00,0.379688,0.2235,0.173958,0.253
4,2024-02-13 12:45:00,0.0666667,0.2015,0.06875,0.151
4,2024-02-13 12:45:00,0.0997396,0.176,0.0630208,0.178
1,2024-02-06 04:00:00,0.592187,0.4625,0.152083,0.523
1,2024-02-06 04:00:00,0.0901042,0.771,0.172917,0.454
2,2024-01-28 21:30:00,0.779427,0.473,0.232813,0.434
2,2024-01-28 21:30:00,0.301042,0.8515,0.284375,0.297
2,2024-02-04 23:30:00,0.278906,0.842,0.347396,0.298
6,2024-02-26 11:00:00,0.303125,0.3305,0.0302083,0.049
6,2024-02-26 11:00:00,0.334375,0.336,0.0520833,0.062
2,2024-02-03 02:00:00,0.558854,0.883,0.338542,0.234
2,2024-02-03 02:00:00,0.661458,0.5135,0.210417,0.167
2,2024-02-03 02:00:00,0.482552,0.5645,0.156771,0.255
7,2024-02-16 14:45:00,0.364323,0.2045,0.154688,0.311
7,2024-02-16 14:45:00,0.482552,0.2095,0.165104,0.327
2,2024-02-22 18:30:00,0.958165,0.618909,0.0836704,0.407063
7,2024-02-23 03:45:00,0.747396,0.3745,0.210417,0.381
7,2024-02-23 03:45:00,0.628646,0.7705,0.220833,0.419
7,2024-02-23 17:30:00,0.470052,0.2255,0.213021,0.321
7,2024-02-23 17:30:00,0.872396,0.3805,0.117708,0.375
7,2024-02-09 21:30:00,0.424219,0.234,0.125521,0.412
7,2024-02-09 21:30:00,0.88099,0.457,0.229687,0.456
6,2024-02-11 12:30:00,0.385937,0.2965,0.021875,0.039
6,2024-02-11 12:30:00,0.383594,0.3265,0.0359375,0.065
6,2024-02-11 12:30:00,0.33099,0.3415,0.0473958,0.061
6,2024-02-11 12:30:00,0.175521,0.398,0.0302083,0.078
7,2024-02-03 22:15:00,0.586719,0.274,0.259896,0.368
7,2024-02-03 22:15:00,0.916406,0.829,0.167187,0.342
1,2024-02-25 06:00:00,0.43099,0.1765,0.201563,0.281
1,2024-02-25 06:00:00,0.566146,0.1445,0.109375,0.239
1,2024-02-25 06:00:00,0.205208,0.252,0.194792,0.346
7,2024-02-18 15:00:00,0.702865,0.4255,0.271354,0.427
7,2024-02-18 15:00:00,0.346875,0.2325,0.18125,0.335
2,2024-02-02 21:15:00,0.692969,0.5525,0.222396,0.183
2,2024-02-02 21:15:00,0.321615,0.665,0.186979,0.532
1,2024-02-21 18:15:00,0.0973958,0.528,0.183333,0.514
1,2024-02-21 18:15:00,0.386979,0.267,0.169792,0.298
4,2024-02-05 13:30:00,0.0791667,0.1495,0.0479167,0.089
4,2024-02-05 13:30:00,0.129688,0.113,0.05625,0.09
7,2024-02-13 21:45:00,0.352985,0.243274,0.23589,0.349027
2,2024-01-22 22:15:00,0.589583,0.6835,0.182292,0.281
2,2024-01-22 22:15:00,0.43151,0.5805,0.204687,0.309
2,2024-01-22 22:15:00,0.345573,0.872,0.373437,0.228
2,2024-02-24 16:15:00,0.932906,0.531903,0.134188,0.421166
2,2024-02-24 16:15:00,0.73185,0.352447,0.1455,0.381822
2,2024-02-24 16:15:00,0.823143,0.569585,0.111219,0.400684
7,2024-02-14 18:00:00,0.619285,0.360633,0.251218,0.371484
7,2024-02-14 18:00:00,0.924771,0.674287,0.150383,0.637599
7,2024-02-25 15:15:00,0.367969,0.27,0.196354,0.308
7,2024-02-25 15:15:00,0.383854,0.1205,0.167708,0.155
2,2024-02-15 17:00:00,0.190365,0.633,0.259896,0.43
7,2024-01-23 21:15:00,0.580729,0.3385,0.292708,0.405
7,2024-01-23 21:15:00,0.901302,0.6365,0.197396,0.727
4,2024-02-09 12:30:00,0.525781,0.074,0.0442708,0.148
4,2024-02-09 12:30:00,0.236719,0.156,0.0786458,0.174
4,2024-02-09 12:30:00,0.0903646,0.19,0.102604,0.202
7,2024-01-28 22:00:00,0.498958,0.7585,0.255208,0.483
1,2024-02-07 04:30:00,0.464323,0.8455,0.418229,0.309
1,2024-02-26 09:45:00,0.175,0.3895,0.0916667,0.331
2,2024-02-05 23:00:00,0.528646,0.318,0.165625,0.352
2,2024-02-05 23:00:00,0.46901,0.4765,0.128646,0.161
2,2024-01-29 21:00:00,0.809896,0.4575,0.169792,0.407
7,2024-02-25 22:45:00,0.634959,0.7624,0.226288,0.442116
7,2024-02-25 22:45:00,0.707201,0.950828,0.1679,0.0946584
7,2024-01-23 16:45:00,0.469531,0.2835,0.211979,0.341
7,2024-01-23 16:45:00,0.925521,0.6565,0.148958,0.687
2,2024-01-22 15:45:00,0.569531,0.414,0.125521,0.318
2,2024-01-22 01:30:00,0.5125,0.7845,0.232292,0.361
2,2024-01-22 01:30:00,0.534375,0.586,0.127083,0.232
2,2024-01-22 01:30:00,0.35599,0.5525,0.251563,0.299
2,2024-02-09 22:00:00,0.111979,0.3305,0.15,0.261
2,2024-02-23 18:00:00,0.182812,0.799,0.177083,0.362
2,2024-02-12 15:15:00,0.726042,0.4555,0.188542,0.329
2,2024-02-12 15:15:00,0.910417,0.5045,0.179167,0.383
1,2024-02-21 23:45:00,0.566128,0.175352,0.0994501,0.31068
1,2024-02-21 23:45:00,0.643482,0.919884,0.233929,0.156727
7,2024-02-03 15:45:00,0.565104,0.251,0.202083,0.342
7,2024-02-03 15:45:00,0.899479,0.639,0.195833,0.694
7,2024-02-26 05:15:00,0.0700521,0.803,0.139063,0.388
7,2024-02-26 05:15:00,0.732812,0.4,0.127083,0.454
7,2024-02-04 16:15:00,0.488021,0.2415,0.108333,0.313
7,2024-02-04 16:15:00,0.813542,0.3835,0.119792,0.381
7,2024-01-28 18:15:00,0.33724,0.2355,0.156771,0.305
7,2024-01-28 18:15:00,0.452604,0.292,0.117708,0.374
2,2024-01-29 17:15:00,0.139583,0.6005,0.159375,0.517
2,2024-02-15 02:30:00,0.871215,0.535883,0.25757,0.43076
2,2024-02-15 16:45:00,0.808594,0.5595,0.192188,0.349
2,2024-02-15 16:45:00,0.90026,0.4715,0.198437,0.559
1,2024-02-27 00:15:00,0.378906,0.586,0.217188,0.298
1,2024-02-27 00:15:00,0.297917,0.9515,0.180208,0.097
7,2024-02-21 19:00:00,0.73151,0.4005,0.251563,0.391
7,2024-02-21 19:00:00,0.384635,0.3275,0.202604,0.441
7,2024-02-14 15:45:00,0.478385,0.2035,0.122396,0.325
2,2024-02-20 20:00:00,0.857292,0.8635,0.285417,0.245
2,2024-02-23 22:15:00,0.396094,0.433,0.143229,0.404
2,2024-02-23 22:15:00,0.403385,0.8415,0.251563,0.275
2,2024-02-23 22:15:00,0.507031,0.521,0.129688,0.23
2,2024-01-25 16:15:00,0.209115,0.717,0.228646,0.484
7,2024-01-24 15:15:00,0.874219,0.7335,0.246354,0.533
7,2024-01-24 15:15:00,0.861979,0.3215,0.14375,0.321
7,2024-02-22 21:15:00,0.304783,0.196904,0.137216,0.346663
2,2024-02-12 23:00:00,0.580792,0.637595,0.140993,0.426106
2,2024-02-12 23:00:00,0.419961,0.583086,0.232534,0.458482
4,2024-02-24 14:30:00,0.963021,0.189,0.0729167,0.138
7,2024-02-18 18:45:00,0.330169,0.224696,0.112735,0.375984
7,2024-02-18 18:45:00,0.398382,0.132639,0.0948103,0.262429
2,2024-02-19 17:45:00,0.524296,0.271231,0.0976551,0.253996
2,2024-02-20 00:15:00,0.569531,0.605,0.170313,0.264
2,2024-02-20 00:15:00,0.4125,0.583,0.151042,0.25
2,2024-02-20 00:15:00,0.680729,0.9025,0.25625,0.187
7,2024-02-03 18:00:00,0.834115,0.3965,0.216146,0.483
7,2024-02-03 18:00:00,0.3125,0.155,0.123958,0.304
2,2024-02-02 17:00:00,0.14349,0.5245,0.192188,0.451
1,2024-02-21 22:00:00,0.344133,0.807646,0.248808,0.374218
2,2024-02-16 19:00:00,0.178165,0.773774,0.174814,0.439201
2,2024-02-16 19:00:00,0.693143,0.415448,0.153749,0.315254
2,2024-02-16 19:00:00,0.861089,0.483304,0.169288,0.542614
7,2024-02-17 20:00:00,0.319149,0.350912,0.271774,0.487373
7,2024-02-17 20:00:00,0.709784,0.390524,0.270442,0.489241
2,2024-02-23 15:45:00,0.76887,0.472378,0.141453,0.314137
2,2024-02-23 15:45:00,0.654702,0.41645,0.13201,0.405933
2,2024-02-09 23:45:00,0.47474,0.604,0.181771,0.27
2,2024-02-09 23:45:00,0.633854,0.67,0.130208,0.274
2,2024-02-09 23:45:00,0.570573,0.8585,0.373437,0.283
2,2024-02-23 01:30:00,0.400781,0.84,0.261979,0.286
2,2024-02-23 01:30:00,0.506771,0.532,0.140625,0.224
2,2024-02-23 01:30:00,0.382812,0.6035,0.3125,0.215
6,2024-02-06 12:30:00,0.317448,0.392,0.0723958,0.074
6,2024-02-06 12:30:00,0.323177,0.3255,0.0494792,0.061
6,2024-02-06 12:30:00,0.240885,0.36,0.0463542,0.066
6,2024-02-06 12:30:00,0.216406,0.383,0.0307292,0.068
2,2024-02-25 00:00:00,0.234375,0.3165,0.215625,0.309
2,2024-02-25 00:00:00,0.308073,0.844,0.356771,0.298
2,2024-02-25 00:00:00,0.485677,0.5385,0.110937,0.359
7,2024-02-14 22:15:00,0.402392,0.242355,0.18388,0.365937
7,2024-02-14 22:15:00,0.975581,0.71982,0.0488382,0.54653
1,2024-02-26 03:30:00,0.446615,0.5395,0.251563,0.317
7,2024-01-23 17:00:00,0.554948,0.324,0.258854,0.412
7,2024-01-23 17:00:00,0.365625,0.225,0.142708,0.28
7,2024-02-25 23:00:00,0.634256,0.762742,0.227798,0.446718
7,2024-02-25 23:00:00,0.672248,0.947088,0.215726,0.0996687
2,2024-02-15 21:15:00,0.0989583,0.5595,0.11875,0.487
2,2024-02-15 21:15:00,0.420573,0.6585,0.311979,0.475
2,2024-02-15 21:15:00,0.650781,0.5055,0.206771,0.183
1,2024-02-22 20:15:00,0.7625,0.2195,0.109375,0.347
1,2024-02-22 20:15:00,0.71849,0.1315,0.144271,0.255
1,2024-02-22 20:15:00,0.640365,0.166,0.154688,0.238
1,2024-01-31 00:15:00,0.330469,0.776,0.344271,0.444
1,2024-01-31 00:15:00,0.761979,0.4295,0.160417,0.511
2,2024-02-05 22:45:00,0.480729,0.494,0.133333,0.214
2,2024-02-05 22:45:00,0.553906,0.335,0.117188,0.358
7,2024-02-04 21:45:00,0.928385,0.5355,0.143229,0.569
7,2024-02-04 21:45:00,0.444531,0.685,0.443229,0.608
7,2024-01-27 05:15:00,0.929948,0.7355,0.140104,0.503
7,2024-01-27 05:15:00,0.823438,0.5195,0.258333,0.455
4,2024-02-12 13:30:00,0.961719,0.2725,0.0765625,0.207
4,2024-02-12 13:30:00,0.485677,0.056,0.105729,0.112
4,2024-02-12 13:30:00,0.235156,0.047,0.0640625,0.094
2,2024-02-06 21:00:00,0.445312,0.615,0.158333,0.522
2,2024-02-06 21:00:00,0.69375,0.568,0.20625,0.204
2,2024-02-06 21:00:00,0.798438,0.4255,0.251042,0.343
6,2024-02-24 13:30:00,0.540885,0.536,0.0776042,0.152
6,2024-02-24 13:30:00,0.435677,0.4525,0.100521,0.157
6,2024-02-24 13:30:00,0.654427,0.36,0.0515625,0.126
6,2024-02-24 13:30:00,0.480469,0.478,0.114062,0.176
6,2024-02-24 13:30:00,0.352865,0.3085,0.0338542,0.053
7,2024-02-07 22:00:00,0.473698,0.7435,0.216146,0.417
1,2024-02-21 06:15:00,0.926042,0.642,0.147917,0.532
1,2024-02-21 06:15:00,0.778906,0.3245,0.149479,0.439
1,2024-02-21 06:15:00,0.683594,0.1545,0.119271,0.307
2,2024-02-27 23:45:00,0.265709,0.582099,0.171168,0.238651
2,2024-02-27 23:45:00,0.370835,0.857723,0.180547,0.248488
2,2024-01-25 20:15:00,0.88724,0.499,0.213021,0.504
2,2024-01-25 20:15:00,0.677604,0.4425,0.2,0.315
2,2024-01-25 20:15:00,0.241667,0.336,0.213542,0.398
7,2024-01-24 19:15:00,0.663802,0.6905,0.188021,0.589
7,2024-01-24 19:15:00,0.585417,0.319,0.260417,0.528
1,2024-02-25 18:00:00,0.129842,0.304786,0.145661,0.456782
1,2024-02-25 18:00:00,0.673275,0.151486,0.102835,0.291929
7,2024-02-27 00:45:00,0.881924,0.660212,0.236145,0.618143
7,2024-02-27 00:45:00,0.401264,0.191807,0.149758,0.317892
7,2024-01-27 21:00:00,0.486979,0.771,0.3,0.428
7,2024-02-21 15:00:00,0.866146,0.3955,0.132292,0.441
1,2024-02-22 21:45:00,0.564583,0.172,0.109375,0.32
1,2024-02-22 21:45:00,0.676042,0.1865,0.133333,0.249
1,2024-02-22 21:45:00,0.767448,0.279,0.199479,0.334
2,2024-02-11 17:15:00,0.10651,0.5905,0.126562,0.551
2,2024-02-15 20:45:00,0.736713,0.358352,0.120359,0.383432
2,2024-02-15 20:45:00,0.64998,0.506189,0.202411,0.196772
2,2024-02-20 16:00:00,0.809307,0.501078,0.22079,0.438292
2,2024-02-20 16:00:00,0.221482,0.834697,0.207685,0.327373
2,2024-02-20 16:00:00,0.155077,0.574993,0.178009,0.319029
7,2024-02-14 19:45:00,0.7169,0.25931,0.261024,0.333078
7,2024-02-14 19:45:00,0.287053,0.251799,0.109092,0.377038
7,2024-02-10 18:15:00,0.573177,0.27,0.257812,0.384
7,2024-02-10 18:15:00,0.94375,0.679,0.1125,0.57
2,2024-01-26 22:00:00,0.450781,0.588,0.280729,0.448
2,2024-01-26 22:00:00,0.774219,0.4665,0.256771,0.379
7,2024-02-04 20:15:00,0.902604,0.376,0.145833,0.4
7,2024-02-04 20:15:00,0.714063,0.1955,0.201042,0.309
2,2024-02-05 19:15:00,0.703385,0.371,0.114062,0.416
2,2024-02-05 19:15:00,0.878906,0.5215,0.179688,0.401
7,2024-01-23 14:30:00,0.883073,0.6085,0.217188,0.431
7,2024-01-23 14:30:00,0.430729,0.238,0.154167,0.356
1,2024-02-26 08:00:00,0.457689,0.406825,0.0745377,0.270684
1,2024-02-22 16:15:00,0.265365,0.297,0.127604,0.478
1,2024-02-22 16:15:00,0.175,0.3195,0.0875,0.323
1,2024-02-07 06:45:00,0.686198,0.1565,0.211979,0.313
1,2024-02-07 06:45:00,0.127604,0.6735,0.177083,0.529
7,2024-02-03 13:30:00,0.172135,0.508,0.336979,0.984
7,2024-02-22 20:45:00,0.353646,0.2365,0.1875,0.387
7,2024-02-22 20:45:00,0.290104,0.332,0.130208,0.444
7,2024-02-26 17:15:00,0.20651,0.6525,0.215104,0.655
7,2024-02-26 17:15:00,0.583333,0.1155,0.166667,0.231
2,2024-02-27 18:15:00,0.660022,0.378266,0.225198,0.382148
7,2024-02-17 16:00:00,0.433341,0.115339,0.169982,0.228918
7,2024-02-17 16:00:00,0.957753,0.831082,0.0844938,0.326235
2,2024-01-22 00:15:00,0.942708,0.6625,0.10625,0.323
2,2024-01-31 23:45:00,0.135677,0.69,0.238021,0.572
2,2024-01-31 23:45:00,0.520573,0.7135,0.296354,0.289
2,2024-01-31 23:45:00,0.914323,0.655,0.165104,0.408
2,2024-02-20 17:45:00,0.148803,0.679796,0.173542,0.564752
2,2024-02-24 20:15:00,0.260919,0.496553,0.0992902,0.342676
2,2024-02-24 20:15:00,0.0735916,0.377977,0.099165,0.339724
4,2024-01-31 12:30:00,0.384115,0.181,0.104688,0.178
4,2024-01-31 12:30:00,0.265365,0.1855,0.0984375,0.277
4,2024-01-31 12:30:00,0.153385,0.1015,0.0671875,0.109
